exam_center,CENTRE CATEGORY,CENTRE POSITION IN ITS CATEGORY(NATIONWISE),CENTRE POSITION IN ITS CATEGORY(REGIONWISE),EXAMINATION CENTRE GPA,EXAMINATION CENTRE REGION,TOTAL PASSED CANDIDATES,REGIST,ABSENT,SAT,WITHHELD,NO-CA,CLEAN,DIV I,DIV II,DIV III,DIV IV,DIV 0
S4878 IKUNGUIGAZI,CENTRE WITH 40 CANDIDATES OR MORE,1056/3908,27/102,3.7584,GEITA,49,57,5,52,0,0,52,1,5,14,29,3
S4879 MPINDIMBI,CENTRE WITH 40 CANDIDATES OR MORE,3780/3908,112/118,4.4874,MTWARA,27,50,0,50,0,0,50,0,1,2,24,23
S4880 IYULA MALAIKA,CENTRE WITH 40 CANDIDATES OR MORE,579/3908,28/176,3.3494,MOROGORO,65,66,0,66,0,0,66,4,20,15,26,1
S4881 IZYIRA,CENTRE WITH 40 CANDIDATES OR MORE,1361/3908,85/187,3.8504,MBEYA,36,41,0,41,0,0,41,1,5,4,26,5
S4882 NYASA LAKE SHORE,CENTRE WITH 40 CANDIDATES OR MORE,942/3908,56/187,3.7014,MBEYA,57,62,2,60,0,0,60,1,10,11,35,3
S4884 KIZUMBA,CENTRE WITH 40 CANDIDATES OR MORE,1493/3908,41/129,3.8878,PWANI,40,42,0,42,0,0,42,0,4,7,29,2
S4887 MILONGODI,CENTRE WITH 40 CANDIDATES OR MORE,2542/3908,61/118,4.1116,MTWARA,37,43,1,42,0,0,42,0,1,5,31,5
S4888 LUKOKODA,CENTRE WITH LESS THAN 40 CANDIDATES,544/1011,8/28,3.9325,MTWARA,23,25,0,25,0,0,25,0,3,4,16,2
S4889 MKWITI,CENTRE WITH 40 CANDIDATES OR MORE,1326/3908,23/118,3.8432,MTWARA,38,40,0,40,0,0,40,1,4,7,26,2
S4890 MICHENJELE,CENTRE WITH LESS THAN 40 CANDIDATES,927/1011,26/28,4.3736,MTWARA,19,30,0,30,0,0,30,0,1,2,16,11
S4891 NENO,CENTRE WITH 40 CANDIDATES OR MORE,2170/3908,44/70,4.0415,RUKWA,62,71,2,69,0,0,69,0,3,9,50,7
S4893 CHIWATA,CENTRE WITH LESS THAN 40 CANDIDATES,820/1011,19/28,4.2088,MTWARA,21,37,2,35,0,0,35,0,3,4,14,14
S4894 CANAAN,CENTRE WITH 40 CANDIDATES OR MORE,505/3908,10/86,3.2242,SONGWE,217,218,1,217,0,0,217,11,65,80,61,0
S4895 DADU,CENTRE WITH 40 CANDIDATES OR MORE,1768/3908,51/116,3.9520,SINGIDA,40,45,1,44,0,0,44,0,4,8,28,4
S4897 ITIRYO,CENTRE WITH 40 CANDIDATES OR MORE,1610/3908,42/177,3.9205,MARA,65,78,2,76,0,0,76,2,8,10,45,11
S4898 NYAMWIGURA,CENTRE WITH 40 CANDIDATES OR MORE,1810/3908,51/177,3.9615,MARA,35,42,2,40,0,0,40,1,3,4,27,5
S4899 BOMANI,CENTRE WITH 40 CANDIDATES OR MORE,2484/3908,81/177,4.0990,MARA,137,184,7,177,0,0,177,0,13,19,105,40
S4900 MKUZA GIRLS',CENTRE WITH 40 CANDIDATES OR MORE,524/3908,27/129,3.2558,PWANI,45,45,0,45,0,0,45,3,9,21,12,0
S4901 EBENEZER- SANGO,CENTRE WITH 40 CANDIDATES OR MORE,1048/3908,93/276,3.7542,KILIMANJARO,49,53,0,53,0,0,53,0,4,19,26,4
S4902 OLEMEDEYE,CENTRE WITH 40 CANDIDATES OR MORE,3185/3908,169/178,4.2534,ARUSHA,60,82,2,80,0,0,80,0,0,11,49,20
S4903 KITETE,CENTRE WITH 40 CANDIDATES OR MORE,3044/3908,126/176,4.2215,MOROGORO,56,80,1,79,0,0,79,1,5,5,45,23
S4904 LERAI,CENTRE WITH LESS THAN 40 CANDIDATES,330/1011,19/41,3.6243,KILIMANJARO,28,30,1,29,0,0,29,1,3,9,15,1
S4905 MUFINDI GIRLS',CENTRE WITH 40 CANDIDATES OR MORE,193/3908,8/134,2.4973,IRINGA,73,73,0,73,0,0,73,15,48,10,0,0
S4906 DON BOSCO,CENTRE WITH LESS THAN 40 CANDIDATES,121/1011,10/41,3.0416,KILIMANJARO,36,36,0,36,0,0,36,3,13,11,9,0
S4907 ISEKE MUUNGANO,CENTRE WITH 40 CANDIDATES OR MORE,2026/3908,63/116,4.0117,SINGIDA,57,74,3,71,0,0,71,1,6,12,38,14
S4908 KWAUSO,CENTRE WITH 40 CANDIDATES OR MORE,89/3908,5/215,2.0996,KAGERA,100,100,0,100,0,0,100,48,47,5,0,0
S4909 RARANYA,CENTRE WITH 40 CANDIDATES OR MORE,3191/3908,131/177,4.2542,MARA,90,138,11,127,0,0,127,0,3,16,71,37
S4910 MLOWA BWAWANI,CENTRE WITH LESS THAN 40 CANDIDATES,564/1011,29/63,3.9515,DODOMA,34,38,0,38,0,0,38,2,1,5,26,4
S4911 MANZASE,CENTRE WITH LESS THAN 40 CANDIDATES,372/1011,13/63,3.6963,DODOMA,22,23,0,23,0,0,23,0,4,5,13,1
S4912 MSANGA,CENTRE WITH LESS THAN 40 CANDIDATES,536/1011,25/63,3.9242,DODOMA,24,27,0,27,0,0,27,0,2,7,15,3
S4913 MAJELEKO,CENTRE WITH LESS THAN 40 CANDIDATES,423/1011,15/63,3.7798,DODOMA,20,22,0,22,0,0,22,0,4,5,11,2
S4914 MEMBE,CENTRE WITH LESS THAN 40 CANDIDATES,501/1011,23/63,3.8816,DODOMA,30,32,1,31,0,0,31,0,4,3,23,1
S4915 DR JOHN SAMWEL MALECELA,CENTRE WITH 40 CANDIDATES OR MORE,2317/3908,86/152,4.0656,DODOMA,37,43,0,43,0,0,43,0,2,6,29,6
S4916 FAITH,CENTRE WITH LESS THAN 40 CANDIDATES,605/1011,41/62,3.9856,DAR ES SALAAM,11,14,1,13,0,0,13,0,1,2,8,2
S4917 KIJELESHI,CENTRE WITH 40 CANDIDATES OR MORE,1550/3908,62/100,3.9057,SIMIYU,33,42,2,40,0,0,40,0,5,8,20,7
S4918 KINAMPUNDU,CENTRE WITH LESS THAN 40 CANDIDATES,402/1011,13/45,3.7576,SINGIDA,15,17,0,17,0,0,17,0,1,8,6,2
S4919 MATUMBO,CENTRE WITH 40 CANDIDATES OR MORE,1725/3908,49/116,3.9424,SINGIDA,79,89,0,89,0,0,89,2,3,15,59,10
S4920 SHAGHAYU,CENTRE WITH LESS THAN 40 CANDIDATES,721/1011,26/67,4.0999,TANGA,28,36,2,34,0,0,34,0,3,3,22,6
S4921 KAMAGI,CENTRE WITH 40 CANDIDATES OR MORE,3090/3908,105/111,4.2307,TABORA,43,67,1,66,0,0,66,0,4,8,31,23
S4922 WATU,CENTRE WITH LESS THAN 40 CANDIDATES,87/1011,6/41,2.8673,KILIMANJARO,34,35,0,35,0,0,35,7,10,11,6,1
S4923 SHEPHERDS,CENTRE WITH LESS THAN 40 CANDIDATES,168/1011,19/46,3.2320,ARUSHA,34,34,0,34,0,0,34,2,9,13,10,0
S4924 FUMAGILA,CENTRE WITH 40 CANDIDATES OR MORE,2143/3908,153/246,4.0342,MWANZA,93,141,0,141,0,0,141,2,17,22,52,48
S4925 NYEGEZI,CENTRE WITH 40 CANDIDATES OR MORE,1384/3908,97/246,3.8571,MWANZA,114,133,1,132,0,0,132,4,15,21,74,18
S4926 KILIMANI,CENTRE WITH 40 CANDIDATES OR MORE,597/3908,47/246,3.3731,MWANZA,70,77,3,74,0,0,74,4,24,15,27,4
S4927 VIKUMBURU,CENTRE WITH LESS THAN 40 CANDIDATES,950/1011,41/41,4.4341,PWANI,18,26,0,26,0,0,26,0,0,1,17,8
S4928 LIVING STONE BOYS' SEMINARY,CENTRE WITH 40 CANDIDATES OR MORE,172/3908,8/215,2.4324,TANGA,74,74,0,74,0,0,74,28,27,15,4,0
S4930 NKUNDI,CENTRE WITH LESS THAN 40 CANDIDATES,826/1011,20/21,4.2151,RUKWA,21,29,1,28,0,0,28,0,1,3,17,7
S4931 MKUNGUAKIHENDO,CENTRE WITH LESS THAN 40 CANDIDATES,537/1011,19/45,3.9244,SINGIDA,29,33,1,32,0,0,32,0,2,6,21,3
S4932 BUHONGWA ISLAMIC,CENTRE WITH 40 CANDIDATES OR MORE,240/3908,20/246,2.6857,MWANZA,158,160,2,158,0,0,158,23,82,43,10,0
S4933 MGUTWA,CENTRE WITH LESS THAN 40 CANDIDATES,106/1011,2/36,2.9618,MANYARA,23,23,0,23,0,0,23,2,9,10,2,0
S4934 MWAYUNGE,CENTRE WITH 40 CANDIDATES OR MORE,1276/3908,49/111,3.8291,TABORA,66,83,4,79,0,0,79,1,12,14,39,13
S4935 CHAMBOGO,CENTRE WITH 40 CANDIDATES OR MORE,2070/3908,53/215,4.0195,TANGA,39,53,1,52,1,0,51,2,1,10,26,12
S4937 SERENGETI NURU,CENTRE WITH 40 CANDIDATES OR MORE,525/3908,18/177,3.2599,MARA,54,58,3,55,0,0,55,2,14,22,16,1
S4938 GOGONI,CENTRE WITH 40 CANDIDATES OR MORE,3825/3908,232/237,4.5312,DAR ES SALAAM,40,74,0,74,0,0,74,0,0,3,37,34
S4939 CENTENNIAL CHRISTIAN SEMINARY,CENTRE WITH 40 CANDIDATES OR MORE,13/3908,3/129,1.5130,PWANI,154,154,0,154,0,0,154,139,15,0,0,0
S4941 MDAULA,CENTRE WITH 40 CANDIDATES OR MORE,3192/3908,86/129,4.2544,PWANI,79,111,0,111,0,0,111,1,5,10,63,32
S4942 MBOGA,CENTRE WITH 40 CANDIDATES OR MORE,2930/3908,75/129,4.1947,PWANI,88,113,3,110,0,0,110,1,3,12,72,22
S4943 ISALALO,CENTRE WITH LESS THAN 40 CANDIDATES,739/1011,16/22,4.1267,SONGWE,23,35,3,32,0,0,32,0,3,4,16,9
S4944 EMARA HIGHLAND,CENTRE WITH LESS THAN 40 CANDIDATES,270/1011,14/19,3.5112,MWANZA,25,27,0,27,0,0,27,0,7,7,11,2
S4945 BUJUNANGOMA,CENTRE WITH 40 CANDIDATES OR MORE,1752/3908,108/215,3.9493,KAGERA,60,71,1,70,0,0,70,0,6,10,44,10
S4946 NSONGWI JUU,CENTRE WITH LESS THAN 40 CANDIDATES,376/1011,9/23,3.7036,MBEYA,36,39,0,39,0,0,39,0,4,13,19,3
S4947 LONGA,CENTRE WITH 40 CANDIDATES OR MORE,554/3908,16/137,3.3164,RUVUMA,55,55,0,55,0,0,55,2,14,25,14,0
S4948 BUKIMAU,CENTRE WITH 40 CANDIDATES OR MORE,1442/3908,61/134,3.8750,IRINGA,68,69,1,68,0,0,68,0,5,18,45,0
S4949 KATUNDA,CENTRE WITH LESS THAN 40 CANDIDATES,161/1011,3/21,3.2072,RUKWA,21,22,1,21,0,0,21,0,7,10,4,0
S4950 KAZOVU,CENTRE WITH LESS THAN 40 CANDIDATES,211/1011,7/21,3.3750,RUKWA,16,16,0,16,0,0,16,1,5,4,6,0
S4951 MTINYAKI,CENTRE WITH LESS THAN 40 CANDIDATES,127/1011,5/29,3.0700,IRINGA,20,20,0,20,0,0,20,2,8,6,4,0
S4952 MPEPO,CENTRE WITH LESS THAN 40 CANDIDATES,289/1011,11/53,3.5435,RUVUMA,31,31,0,31,0,0,31,0,8,7,16,0
S4953 BUTONGA,CENTRE WITH 40 CANDIDATES OR MORE,2872/3908,207/246,4.1792,MWANZA,78,127,7,120,0,0,120,0,8,18,52,42
S4954 TAMABU,CENTRE WITH 40 CANDIDATES OR MORE,2908/3908,208/246,4.1892,MWANZA,103,158,7,151,0,0,151,2,4,22,75,48
S4955 NYAMADOKE,CENTRE WITH 40 CANDIDATES OR MORE,1697/3908,123/246,3.9363,MWANZA,114,166,7,159,0,0,159,5,21,28,60,45
S4956 MAGULUKENDA,CENTRE WITH 40 CANDIDATES OR MORE,3149/3908,221/246,4.2450,MWANZA,39,60,1,59,0,0,59,0,3,7,29,20
S4957 KIJUKA,CENTRE WITH LESS THAN 40 CANDIDATES,806/1011,18/19,4.1963,MWANZA,18,25,0,25,0,0,25,0,1,4,13,7
S4958 KAHUMULO,CENTRE WITH 40 CANDIDATES OR MORE,2250/3908,162/246,4.0551,MWANZA,63,79,1,78,0,0,78,2,2,11,48,15
S4959 TUNYENYE,CENTRE WITH 40 CANDIDATES OR MORE,2552/3908,179/246,4.1125,MWANZA,36,46,2,44,0,0,44,0,2,6,28,8
S4960 SUYE,CENTRE WITH 40 CANDIDATES OR MORE,1924/3908,115/178,3.9883,ARUSHA,161,204,1,203,0,1,202,2,23,26,110,41
S4961 MTONI MORO,CENTRE WITH 40 CANDIDATES OR MORE,968/3908,44/176,3.7151,MOROGORO,45,46,0,46,0,0,46,1,9,8,27,1
S4962 BISHOP NICODEMUS HHANDO,CENTRE WITH 40 CANDIDATES OR MORE,606/3908,12/115,3.3877,MANYARA,70,71,0,71,0,0,71,2,18,26,24,1
S4963 MWAMAGIGISI,CENTRE WITH 40 CANDIDATES OR MORE,1462/3908,55/100,3.8807,SIMIYU,57,65,2,63,0,0,63,2,6,9,40,6
S4964 HERITAGE,CENTRE WITH 40 CANDIDATES OR MORE,60/3908,7/129,1.9041,PWANI,58,59,0,59,1,0,58,38,18,2,0,0
S4965 CHRIST THE KING NYANTAKUBWA,CENTRE WITH 40 CANDIDATES OR MORE,147/3908,15/246,2.3604,MWANZA,51,51,0,51,0,0,51,15,30,6,0,0
S4966 MWASAUYA,CENTRE WITH 40 CANDIDATES OR MORE,1484/3908,42/116,3.8870,SINGIDA,48,52,1,51,0,0,51,0,6,7,35,3
S4967 ST.ALOYSIUS GIRLS',CENTRE WITH 40 CANDIDATES OR MORE,19/3908,5/129,1.6009,PWANI,74,74,0,74,0,0,74,65,9,0,0,0
S4968 ST. FRANCIS DE SALES MISSION,CENTRE WITH 40 CANDIDATES OR MORE,126/3908,2/111,2.2914,TABORA,62,62,0,62,0,0,62,19,39,4,0,0
S4969 QUEEN OF PEACE,CENTRE WITH 40 CANDIDATES OR MORE,140/3908,4/111,2.3488,TABORA,102,102,0,102,0,0,102,36,47,18,1,0
S4970 MURIET,CENTRE WITH 40 CANDIDATES OR MORE,1260/3908,75/178,3.8239,ARUSHA,298,354,8,346,0,0,346,7,38,80,173,48
S4973 ISUNUKA,CENTRE WITH 40 CANDIDATES OR MORE,747/3908,19/121,3.5569,SHINYANGA,50,53,2,51,0,0,51,2,6,16,26,1
S4974 KURUI,CENTRE WITH LESS THAN 40 CANDIDATES,891/1011,38/41,4.3088,PWANI,26,29,0,29,0,0,29,0,0,0,26,3
S4975 MUANDA,CENTRE WITH 40 CANDIDATES OR MORE,3799/3908,12/23,4.5048,KASKAZINI UNGUJA,72,112,0,112,0,0,112,0,0,4,68,40
S4976 MAPINDUZI,CENTRE WITH 40 CANDIDATES OR MORE,2526/3908,4/23,4.1088,KASKAZINI UNGUJA,99,127,4,123,0,0,123,0,11,15,73,24
S4977 MICHENZANI,CENTRE WITH 40 CANDIDATES OR MORE,3880/3908,36/38,4.6370,KUSINI PEMBA,53,119,0,119,0,0,119,0,0,4,49,66
S4978 MISINKO,CENTRE WITH 40 CANDIDATES OR MORE,2512/3908,82/116,4.1064,SINGIDA,40,47,0,47,0,0,47,0,3,5,32,7
S4980 ILANDAMILUMBA,CENTRE WITH 40 CANDIDATES OR MORE,2037/3908,21/33,4.0139,KATAVI,54,69,1,68,0,0,68,0,4,13,37,14
S4981 ARUSHA CITY BOYS',CENTRE WITH LESS THAN 40 CANDIDATES,29/1011,4/46,2.2926,ARUSHA,34,34,0,34,0,0,34,13,17,4,0,0
S4982 PROSPERITY,CENTRE WITH 40 CANDIDATES OR MORE,1005/3908,68/246,3.7319,MWANZA,42,43,0,43,0,0,43,1,3,14,24,1
S4983 MUKULU,CENTRE WITH 40 CANDIDATES OR MORE,1615/3908,43/116,3.9209,SINGIDA,44,57,4,53,0,0,53,1,4,12,27,9
S4984 TOMONDO,CENTRE WITH 40 CANDIDATES OR MORE,3457/3908,148/176,4.3341,MOROGORO,44,62,1,61,0,0,61,0,1,5,38,17
S4985 NAMUPA,CENTRE WITH LESS THAN 40 CANDIDATES,511/1011,15/61,3.8928,LINDI,23,26,1,25,0,0,25,0,3,3,17,2
S4986 GOLDEN,CENTRE WITH LESS THAN 40 CANDIDATES,16/1011,4/62,2.0500,DAR ES SALAAM,32,32,0,32,0,0,32,17,14,1,0,0
S4987 SOHEDA,CENTRE WITH LESS THAN 40 CANDIDATES,505/1011,18/36,3.8845,MANYARA,25,27,0,27,0,0,27,1,2,5,17,2
S4988 DAARUL-ARQAM ISLAMIC,CENTRE WITH 40 CANDIDATES OR MORE,574/3908,63/237,3.3385,DAR ES SALAAM,66,67,1,66,0,0,66,4,16,21,25,0
S4989 MADASENGA,CENTRE WITH 40 CANDIDATES OR MORE,1263/3908,25/116,3.8258,SINGIDA,46,54,1,53,0,0,53,1,8,8,29,7
S4990 IFINGA,CENTRE WITH LESS THAN 40 CANDIDATES,468/1011,16/53,3.8375,RUVUMA,6,7,0,7,0,0,7,0,0,3,3,1
S4991 AIMEE MILEMBE,CENTRE WITH 40 CANDIDATES OR MORE,1683/3908,121/246,3.9339,MWANZA,43,53,1,52,0,0,52,0,6,12,25,9
S4992 ST. JOSEPH MBUBA,CENTRE WITH 40 CANDIDATES OR MORE,179/3908,12/215,2.4583,KAGERA,81,81,0,81,0,0,81,21,41,18,1,0
S4993 RODAN,CENTRE WITH 40 CANDIDATES OR MORE,595/3908,45/246,3.3704,MWANZA,150,230,4,226,69,0,157,10,41,44,55,7
S4994 EDEN VALLEY,CENTRE WITH 40 CANDIDATES OR MORE,391/3908,29/246,3.0317,MWANZA,40,41,1,40,0,0,40,5,10,16,9,0
S4995 THE LORD'S HILL,CENTRE WITH LESS THAN 40 CANDIDATES,129/1011,6/29,3.0733,IRINGA,31,32,1,31,0,0,31,2,12,11,6,0
S4996 BUYUNGU,CENTRE WITH 40 CANDIDATES OR MORE,1995/3908,72/137,4.0048,KIGOMA,38,46,0,46,0,0,46,0,5,9,24,8
S4997 MIKINDANI DOLE,CENTRE WITH 40 CANDIDATES OR MORE,251/3908,6/66,2.7104,MJINI MAGHARIBI,73,74,1,73,0,0,73,12,35,24,2,0
S4998 UMOJA UZINI,CENTRE WITH 40 CANDIDATES OR MORE,3372/3908,8/25,4.3030,KUSINI UNGUJA,89,115,1,114,0,0,114,0,0,10,79,25
S4999 MLIMANI MATEMWE,CENTRE WITH 40 CANDIDATES OR MORE,3896/3908,20/23,4.6882,KASKAZINI UNGUJA,24,65,2,63,0,0,63,0,1,0,23,39
S5000 WAMA-NAKAYAMA,CENTRE WITH 40 CANDIDATES OR MORE,273/3908,16/129,2.7861,PWANI,47,48,0,48,0,0,48,12,16,10,9,1
S5001 ABETI,CENTRE WITH LESS THAN 40 CANDIDATES,178/1011,4/45,3.2857,SINGIDA,24,24,0,24,0,0,24,1,9,2,12,0
S5002 ST. MONTFORT,CENTRE WITH 40 CANDIDATES OR MORE,800/3908,22/95,3.6074,NJOMBE,63,65,0,65,0,0,65,2,9,24,28,2
S5003 ELULI,CENTRE WITH LESS THAN 40 CANDIDATES,561/1011,23/53,3.9500,RUVUMA,17,25,0,25,8,0,17,0,1,2,14,0
S5004 STEVEN,CENTRE WITH 40 CANDIDATES OR MORE,194/3908,14/215,2.5055,KAGERA,46,46,0,46,0,0,46,12,21,12,1,0
S5005 KINGCOLLINS,CENTRE WITH LESS THAN 40 CANDIDATES,54/1011,5/59,2.5701,MOROGORO,38,38,0,38,0,0,38,8,16,13,1,0
S5007 MBUMI,CENTRE WITH 40 CANDIDATES OR MORE,3555/3908,158/176,4.3700,MOROGORO,38,57,0,57,0,0,57,0,1,5,32,19
S5008 NAMBUNGA,CENTRE WITH LESS THAN 40 CANDIDATES,645/1011,11/28,4.0158,MTWARA,28,30,0,30,0,0,30,0,2,3,23,2
S5009 NZOVU,CENTRE WITH 40 CANDIDATES OR MORE,2234/3908,47/86,4.0527,SONGWE,32,40,0,40,0,0,40,0,2,7,23,8
S5010 INSANI,CENTRE WITH LESS THAN 40 CANDIDATES,886/1011,20/22,4.2955,SONGWE,16,22,0,22,0,0,22,0,0,3,13,6
S5011 BARANGA,CENTRE WITH 40 CANDIDATES OR MORE,2834/3908,109/177,4.1699,MARA,28,46,2,44,0,0,44,0,3,7,18,16
S5012 WILLIAMS,CENTRE WITH LESS THAN 40 CANDIDATES,92/1011,4/34,2.8935,KIGOMA,24,25,1,24,0,0,24,2,9,12,1,0
S5013 CHIHANGU,CENTRE WITH LESS THAN 40 CANDIDATES,360/1011,4/28,3.6720,MTWARA,22,24,2,22,0,0,22,1,1,7,13,0
S5014 PADUCAH HILL,CENTRE WITH 40 CANDIDATES OR MORE,377/3908,18/176,2.9995,MOROGORO,42,42,0,42,0,0,42,2,18,14,8,0
S5016 KILIMA MPIMBI,CENTRE WITH 40 CANDIDATES OR MORE,3849/3908,86/86,4.5648,SONGWE,19,44,0,44,0,0,44,0,0,2,17,25
S5018 CHAI,CENTRE WITH 40 CANDIDATES OR MORE,3464/3908,149/215,4.3368,TANGA,30,46,0,46,0,0,46,0,2,3,25,16
S5019 FPCT-USHINDI,CENTRE WITH 40 CANDIDATES OR MORE,955/3908,17/70,3.7076,RUKWA,43,47,0,47,0,0,47,0,8,11,24,4
S5020 KORONGWE BEACH,CENTRE WITH 40 CANDIDATES OR MORE,920/3908,16/70,3.6854,RUKWA,45,50,2,48,0,0,48,2,3,15,25,3
S5021 KUMWAMBU,CENTRE WITH 40 CANDIDATES OR MORE,1131/3908,40/137,3.7867,KIGOMA,61,68,1,67,0,0,67,2,7,12,40,6
S5022 LONAT,CENTRE WITH 40 CANDIDATES OR MORE,320/3908,40/276,2.8947,KILIMANJARO,4,65,3,62,58,0,4,0,2,2,0,0
S5023 KIBAYA,CENTRE WITH 40 CANDIDATES OR MORE,3198/3908,108/115,4.2559,MANYARA,50,82,4,78,0,0,78,1,5,6,38,28
S5024 ECO,CENTRE WITH 40 CANDIDATES OR MORE,2797/3908,101/115,4.1615,MANYARA,69,89,0,89,0,0,89,0,4,11,54,20
S5025 KEIFO,CENTRE WITH 40 CANDIDATES OR MORE,-,-,-,MBEYA,-,102,2,100,100,0,0,0,0,0,0,0
S5026 ADONAI,CENTRE WITH LESS THAN 40 CANDIDATES,42/1011,2/29,2.4600,IRINGA,25,25,0,25,0,0,25,6,15,4,0,0
S5027 MUGINI,CENTRE WITH 40 CANDIDATES OR MORE,94/3908,12/246,2.1160,MWANZA,45,45,0,45,0,0,45,21,23,1,0,0
S5028 MTUA,CENTRE WITH 40 CANDIDATES OR MORE,1723/3908,22/61,3.9416,LINDI,33,41,0,41,0,0,41,0,4,8,21,8
S5029 PEHISCO,CENTRE WITH 40 CANDIDATES OR MORE,2088/3908,80/137,4.0225,RUVUMA,77,96,1,95,6,0,89,0,4,21,52,12
S5030 ARUSHA ISLAMIC BOYS',CENTRE WITH LESS THAN 40 CANDIDATES,209/1011,23/46,3.3621,ARUSHA,33,33,0,33,0,0,33,1,9,9,14,0
S5031 ARUSHA ISLAMIC GIRLS',CENTRE WITH 40 CANDIDATES OR MORE,999/3908,57/178,3.7284,ARUSHA,38,57,0,57,17,0,40,0,6,10,22,2
S5032 UCHIRA GIRLS' ISLAMIC,CENTRE WITH 40 CANDIDATES OR MORE,319/3908,39/276,2.8901,KILIMANJARO,82,83,0,83,1,0,82,8,33,35,6,0
S5033 KONDOA ISLAMIC,CENTRE WITH 40 CANDIDATES OR MORE,461/3908,12/152,3.1552,DODOMA,182,182,0,182,0,0,182,11,49,78,44,0
S5034 KISANA,CENTRE WITH LESS THAN 40 CANDIDATES,158/1011,3/45,3.1974,SINGIDA,15,15,0,15,0,0,15,2,3,4,6,0
S5035 MAVUNO GIRLS',CENTRE WITH LESS THAN 40 CANDIDATES,61/1011,2/34,2.6201,KIGOMA,36,36,0,36,0,0,36,2,28,6,0,0
S5036 KOMOTO,CENTRE WITH 40 CANDIDATES OR MORE,523/3908,10/115,3.2545,MANYARA,129,131,2,129,0,0,129,14,26,32,57,0
S5037 CANAL LAND,CENTRE WITH 40 CANDIDATES OR MORE,298/3908,19/178,2.8557,ARUSHA,40,40,0,40,0,0,40,5,18,12,5,0
S5038 MWL.TUTUBA,CENTRE WITH 40 CANDIDATES OR MORE,560/3908,26/137,3.3259,KIGOMA,45,48,3,45,0,0,45,1,10,18,16,0
S5039 MAKANJIRO,CENTRE WITH LESS THAN 40 CANDIDATES,662/1011,24/61,4.0291,LINDI,15,15,0,15,0,0,15,0,1,2,12,0
S5040 ITEBULA,CENTRE WITH 40 CANDIDATES OR MORE,2204/3908,81/137,4.0470,KIGOMA,46,59,2,57,0,0,57,0,7,5,34,11
S5041 NAMAYUNI,CENTRE WITH 40 CANDIDATES OR MORE,2166/3908,30/61,4.0408,LINDI,35,45,3,42,0,0,42,0,3,7,25,7
S5042 MUNGUBARIKI,CENTRE WITH 40 CANDIDATES OR MORE,514/3908,35/215,3.2412,KAGERA,122,124,2,122,0,0,122,9,27,51,35,0
S5043 MWASELELA,CENTRE WITH 40 CANDIDATES OR MORE,3206/3908,173/187,4.2571,MBEYA,40,63,1,62,0,0,62,0,5,4,31,22
S5044 KILWA ISLAMIC,CENTRE WITH 40 CANDIDATES OR MORE,333/3908,2/61,2.9198,LINDI,39,42,2,40,1,0,39,3,17,15,4,0
S5045 TOTOWE,CENTRE WITH LESS THAN 40 CANDIDATES,285/1011,3/22,3.5265,SONGWE,21,23,2,21,0,0,21,1,5,2,13,0
S5046 KINUNI,CENTRE WITH 40 CANDIDATES OR MORE,3777/3908,52/66,4.4827,MJINI MAGHARIBI,203,378,11,367,0,0,367,2,6,28,167,164
S5047 MADUNGU,CENTRE WITH 40 CANDIDATES OR MORE,287/3908,2/38,2.8362,KUSINI PEMBA,148,148,0,148,0,0,148,22,66,37,23,0
S5048 GABADAW,CENTRE WITH LESS THAN 40 CANDIDATES,566/1011,22/36,3.9528,MANYARA,17,18,0,18,0,0,18,0,2,1,14,1
S5049 QUEEN ESTHER GIRLS',CENTRE WITH LESS THAN 40 CANDIDATES,328/1011,10/63,3.6224,DODOMA,30,32,1,31,0,0,31,1,5,7,17,1
S5050 DUMBETA,CENTRE WITH 40 CANDIDATES OR MORE,1304/3908,43/115,3.8364,MANYARA,38,42,0,42,0,0,42,1,4,9,24,4
S5051 MSAMAKA,CENTRE WITH LESS THAN 40 CANDIDATES,956/1011,56/67,4.4444,TANGA,4,5,0,5,0,0,5,0,0,0,4,1
S5052 HAMENYA GIRLS',CENTRE WITH LESS THAN 40 CANDIDATES,282/1011,10/34,3.5250,KIGOMA,20,20,0,20,0,0,20,0,3,9,8,0
S5053 SANTAKAGWA,CENTRE WITH 40 CANDIDATES OR MORE,97/3908,1/70,2.1311,RUKWA,47,47,0,47,0,0,47,21,26,0,0,0
S5054 SEGA GIRLS',CENTRE WITH 40 CANDIDATES OR MORE,255/3908,15/176,2.7288,MOROGORO,63,63,0,63,0,0,63,7,34,17,5,0
S5055 WETE ISLAMIC,CENTRE WITH LESS THAN 40 CANDIDATES,135/1011,2/6,3.1000,KASKAZINI PEMBA,28,28,0,28,0,0,28,1,11,11,5,0
S5056 ELISHADAI HOLILI,CENTRE WITH LESS THAN 40 CANDIDATES,242/1011,17/41,3.4525,KILIMANJARO,22,23,1,22,0,0,22,1,5,4,12,0
S5057 JUBA ISLAMIC,CENTRE WITH LESS THAN 40 CANDIDATES,195/1011,3/22,3.3360,MJINI MAGHARIBI,19,19,0,19,0,0,19,0,6,6,7,0
S5058 AL HIJRA ISLAMIC,CENTRE WITH 40 CANDIDATES OR MORE,507/3908,18/215,3.2289,TANGA,58,59,1,58,0,0,58,5,18,14,21,0
